유닛ID,등급,유닛이름,실제이름,능력ID,base,능력이름,발동확률,피해배수,추가피해,쿨다운,사거리,반경
h071,랜덤전용,쿠로사키 이치고 - 랜덤전용,,A0KK,Arsg,T랜덤유닛강화,,,,5.0,,
h071,랜덤전용,쿠로사키 이치고 - 랜덤전용,,A0KN,ACbh,!월아천충,0.0,,0.0,,,
h072,랜덤전용,하네카와 츠바사 - 랜덤전용,,A0YK,AHwe,[조합],,,,0.0,,0.0
h072,랜덤전용,하네카와 츠바사 - 랜덤전용,,A0KQ,ACbh,!고양이발톱,0.0,,0.0,,,
h072,랜덤전용,하네카와 츠바사 - 랜덤전용,,A0L8,AOae,$귀여움-랜유,,,,,,800.0
h073,랜덤전용,야가미 라이토 - 랜덤전용,,A0ZE,AHwe,[조합]+랜유랜덤,,,,0.0,,0.0
h073,랜덤전용,야가미 라이토 - 랜덤전용,,A0KP,ACbh,!데스노트,0.0,,0.0,,,
h07E,변화된,"코비 ""거프의 제자"" 해군루키 대령 - 변화된",,A0NZ,ACbh,!거프의 제자-코변,0.0,,0.0,,,
h07E,변화된,"코비 ""거프의 제자"" 해군루키 대령 - 변화된",,A0NY,ACbh,!콤비네이션 어택-코변,0.0,,0.0,,,
h07E,변화된,"코비 ""거프의 제자"" 해군루키 대령 - 변화된",,A07I,Asph,스피어 코비변이벤베변이,,,,0.0,,
h07E,변화된,"코비 ""거프의 제자"" 해군루키 대령 - 변화된",,A0GD,ACbh,!숲숲 열매,20.0,,0.0,,,
h07I,제한됨,샬롯 카타쿠리 장성 밀가루 대신 - 제한됨,,A0VS,ACnr,라이프 리제너레이션 오라1,,,,,,875.0
h07I,제한됨,샬롯 카타쿠리 장성 밀가루 대신 - 제한됨,,A0VR,AHad,B3장성 카타쿠리,,,,,,850.0
h07I,제한됨,샬롯 카타쿠리 장성 밀가루 대신 - 제한됨,,A0QQ,ACbh,!견문색의 패기-카타쿠리,100.0,6.25,0.0,,,
h07I,제한됨,샬롯 카타쿠리 장성 밀가루 대신 - 제한됨,,A0QS,AUau,7범위 무쌍도넛,,,,,,800.0
h07I,제한됨,샬롯 카타쿠리 장성 밀가루 대신 - 제한됨,,A0QO,ACbh,!떡떡열매,20.0,,150000.0,,,
h07J,변화된,캐럿 스론 달의 사자 - 변화된,,A0S7,ACbh,!전격-캐럿,50.0,,350000.0,,,
h07J,변화된,캐럿 스론 달의 사자 - 변화된,,A0S5,Asph,스피어 캐럿변신,,,,0.0,,
h07J,변화된,캐럿 스론 달의 사자 - 변화된,,A0RM,ACbh,!일렉트리컬 루나,0.0,,0.0,,,
h07J,변화된,캐럿 스론 달의 사자 - 변화된,,A0RL,ACbh,!달의 사자-스론,0.0,,0.0,,,
h07J,변화된,캐럿 스론 달의 사자 - 변화된,,A0SA,ACbh,!달빛걸음,0.0,,0.0,,,
h07M,불멸의,카이도 사황'백수의 왕' - 불멸의,,A14G,Aasl,카이도 이동속도 감소 오라,,,,,,1025.0
h07M,불멸의,카이도 사황'백수의 왕' - 불멸의,,A0ZI,AEme,6변신1,,,,10.75,,
h07M,불멸의,카이도 사황'백수의 왕' - 불멸의,,A0SM,ACbh,!용용열매-열식,0.0,,0.0,,,
h07M,불멸의,카이도 사황'백수의 왕' - 불멸의,,A0SD,ACbh,!뇌명 팔괘1,0.0,,0.0,,,
h07M,불멸의,카이도 사황'백수의 왕' - 불멸의,,A14F,ACac,#꺼지지 않는 공포,,,,,,1025.0
h07M,불멸의,카이도 사황'백수의 왕' - 불멸의,,A0SC,ACbh,!불멸의 육체,0.0,,0.0,,,
h07M,불멸의,카이도 사황'백수의 왕' - 불멸의,,A0SN,ACbh,!백수의 왕,100.0,,0.0,,,
h07N,변화된,베이비 5 초토화 모드 - 변화된,,A0U3,ACbh,!베이비5-과열1,0.0,,0.0,,,
h07N,변화된,베이비 5 초토화 모드 - 변화된,,A0U2,AIfb,/베이비5초토화,,,,,,285.0
h07N,변화된,베이비 5 초토화 모드 - 변화된,,A082,Asph,스피어 베이비미니건,,,,0.0,,
h07N,변화된,베이비 5 초토화 모드 - 변화된,,A0TS,ACbh,!베이비-무기무기1,0.0,,0.0,,,
h07O,불멸의,카이도 사황'백수의 왕' - 불멸의,,A0SE,AIcb,가반 방깎-카이도,,,,,,
h07O,불멸의,카이도 사황'백수의 왕' - 불멸의,,A0SD,ACbh,!뇌명 팔괘1,0.0,,0.0,,,
h07O,불멸의,카이도 사황'백수의 왕' - 불멸의,,A0SB,AOae,A덩쿨 뿌리1,,,,,,500.0
h07O,불멸의,카이도 사황'백수의 왕' - 불멸의,,A0SC,ACbh,!불멸의 육체,0.0,,0.0,,,
h084,제한됨,시노부 뇌쇄 쿠노이치 - 제한됨,,A0UT,ANbl,D요염 술법,,,,3.0,,
h084,제한됨,시노부 뇌쇄 쿠노이치 - 제한됨,,A0UB,Asph,스피어 시노부제한됨분신,,,,0.0,,
h084,제한됨,시노부 뇌쇄 쿠노이치 - 제한됨,,A0UA,Aroc,!인술 분신,,,,0.0,,600.0
h084,제한됨,시노부 뇌쇄 쿠노이치 - 제한됨,,A0UJ,AOae,A암행,,,,,,850.0
h084,제한됨,시노부 뇌쇄 쿠노이치 - 제한됨,,A0U9,ACbh,!닌술-수리검,0.0,,0.0,,,
h087,전설적인,아마츠키 토키 시간 여행자 - 전설적인,,A0UF,AOae,$영주 대리,,,,,,800.0
h087,전설적인,아마츠키 토키 시간 여행자 - 전설적인,,A0UI,AOae,$시간시간 열매,,,,,,800.0
h088,영원한,토트 무지카 봉인된 악보의 괴물 - 영원한,,A17B,AIsx,!!!,,,,,,
h088,영원한,토트 무지카 봉인된 악보의 괴물 - 영원한,,A17F,Asph,스피어 토트무지카,,,,0.0,,
h08G,초월함,롤로노아 조로 수라의 검사 - 초월함,,A170,AHad,8업글아이템-슈스이,,,,,,1850.0
h08G,초월함,롤로노아 조로 수라의 검사 - 초월함,,A169,AHad,8업글아이템-표식새김2,,,,,,1850.0
h08G,초월함,롤로노아 조로 수라의 검사 - 초월함,,A167,AOae,8업글-아이템효과 오라1,,,,,,1850.0
h08G,초월함,롤로노아 조로 수라의 검사 - 초월함,,A15V,AOae,8업글,,,,,,1850.0
h08G,초월함,롤로노아 조로 수라의 검사 - 초월함,,A11X,AUau,8업글 도움소 체젠,,,,,,1850.0
h08G,초월함,롤로노아 조로 수라의 검사 - 초월함,,A0OL,ACac,8업글1,,,,,,1850.0
h08G,초월함,롤로노아 조로 수라의 검사 - 초월함,,A0LL,AOae,8업글,,,,,,1850.0
h08G,초월함,롤로노아 조로 수라의 검사 - 초월함,,A0LK,AIba,8업글,,,,,,1850.0
h08J,랜덤전용,하쿠레이 레이무랜덤전용,,A0KK,Arsg,T랜덤유닛강화,,,,5.0,,
h08J,랜덤전용,하쿠레이 레이무랜덤전용,,A0L5,Aroa,!초월위습-꾸러미상자,,,,50.0,,0.0
h08J,랜덤전용,하쿠레이 레이무랜덤전용,,A0L6,AHad,B살생석,,,,,,800.0
h08K,랜덤전용,우치하 이타치 랜덤전용,,A0KK,Arsg,T랜덤유닛강화,,,,5.0,,
h08K,랜덤전용,우치하 이타치 랜덤전용,,A06U,ACbh,!아마테라스,0.0,,0.0,,,
h08L,초월함,스트로맨 미니 저주인형 - 초월함,,A0WI,AHad,B저주 중첩,,,,,,950.0
h08M,랜덤전용,아쳐-영령 에미야랜덤전용,,A0KK,Arsg,T랜덤유닛강화,,,,5.0,,
h08M,랜덤전용,아쳐-영령 에미야랜덤전용,,A0L5,Aroa,!초월위습-꾸러미상자,,,,50.0,,0.0
h08M,랜덤전용,아쳐-영령 에미야랜덤전용,,A0L6,AHad,B살생석,,,,,,800.0
h08N,특수함,베티 혁명군 군대장 - 특수함,,A0X6,AUau,7범위 격려,,,,,,850.0
h08N,특수함,베티 혁명군 군대장 - 특수함,,A0WO,AOae,$군대장,,,,,,850.0
h08N,특수함,베티 혁명군 군대장 - 특수함,,A0WQ,AIba,!격려격려열매,,,,,,850.0
h08O,제한됨,마르코 흰수염 유산의 수호자 - 제한됨,,A175,ACbh,!불사조불사조열매1,,,0.0,,,
h08O,제한됨,마르코 흰수염 유산의 수호자 - 제한됨,,A15N,ACbh,!봉황인,,3.25,150000.0,,,
h08O,제한됨,마르코 흰수염 유산의 수호자 - 제한됨,,A172,AEme,6변신,,,,10.75,,
h08O,제한됨,마르코 흰수염 유산의 수호자 - 제한됨,,A173,AOae,A풍압,,,,,,925.0
h08O,제한됨,마르코 흰수염 유산의 수호자 - 제한됨,,A174,AUau,7범위 봉리력,,,,,,925.0
h08Q,제한됨,아라마키 해군대장-초록 - 제한됨,,A14L,AEme,6변신1,,,,8.0,,
h08Q,제한됨,아라마키 해군대장-초록 - 제한됨,,A0SB,AOae,A덩쿨 뿌리1,,,,,,500.0
h08Q,제한됨,아라마키 해군대장-초록 - 제한됨,,A042,ACbh,!나무 덩쿨 촉수,0.0,,0.0,,,
h08Q,제한됨,아라마키 해군대장-초록 - 제한됨,,A0GD,ACbh,!숲숲 열매,20.0,,0.0,,,
h08Q,제한됨,아라마키 해군대장-초록 - 제한됨,,A07O,Asph,스피어 초월함,,,,0.0,,
h08R,영원한,참된 호걸 코즈키 오뎅 - 영원한,,A0YF,ACbh,!오뎅 이도류,20.0,,0.0,,,
h08R,영원한,참된 호걸 코즈키 오뎅 - 영원한,,A0Y2,ACac,#와노쿠니의 혼1,,,,,,850.0
h08R,영원한,참된 호걸 코즈키 오뎅 - 영원한,,A0Y0,ACbh,!패기-류오(오뎅),35.0,,0.0,,,
h08R,영원한,참된 호걸 코즈키 오뎅 - 영원한,,A0XY,ACbh,!도원 백룡,0.0,,0.0,,,
h08R,영원한,참된 호걸 코즈키 오뎅 - 영원한,,A0XZ,ACbh,!도원 토츠카,0.0,,0.0,,,
h08R,영원한,참된 호걸 코즈키 오뎅 - 영원한,,A0YC,AIfb,/오뎅 이도류,,,,,,400.0
h09J,초월함,폭주한 빅 맘 사황 '강철 풍선' - 초월함,,A0QE,AIsx,상초강 공속,,,,,,
h09J,초월함,폭주한 빅 맘 사황 '강철 풍선' - 초월함,,A060,ACbh,!프로메테우스,0.0,,0.0,,,
h09J,초월함,폭주한 빅 맘 사황 '강철 풍선' - 초월함,,A0DU,AEme,6변신,,,,8.0,,
h09J,초월함,폭주한 빅 맘 사황 '강철 풍선' - 초월함,,A0DT,AOae,A흉포한 광기,,,,,,888.0
h09J,초월함,폭주한 빅 맘 사황 '강철 풍선' - 초월함,,A0IT,ACbh,!강철 풍선,20.0,,0.0,,,
h09J,초월함,폭주한 빅 맘 사황 '강철 풍선' - 초월함,,A07O,Asph,스피어 초월함,,,,0.0,,
h09K,랜덤전용,옌 - 랜덤전용,,A0KK,Arsg,T랜덤유닛강화,,,,5.0,,
h09K,랜덤전용,옌 - 랜덤전용,,A0YB,ACbh,!이기어검,0.0,,0.0,,,
h09L,랜덤전용,이치의 율자 - 랜덤전용,,A0XT,AHwe,[조합],,,,0.0,,0.0
h09L,랜덤전용,이치의 율자 - 랜덤전용,,A0XB,ACbh,!무기화 빌드,20.0,,0.0,,,
h09Q,제한됨,불사조 흰수염 유산의 수호자 - 제한됨,,A179,AIsx,!!마르코 제한됨 공속증가,,,,,,
h09Q,제한됨,불사조 흰수염 유산의 수호자 - 제한됨,,A175,ACbh,!불사조불사조열매1,,,0.0,,,
h09Q,제한됨,불사조 흰수염 유산의 수호자 - 제한됨,,A17K,ACbh,!불사조의 불꽃,,4.25,150000.0,,,
h09Q,제한됨,불사조 흰수염 유산의 수호자 - 제한됨,,A172,AEme,6변신,,,,10.75,,
h09Q,제한됨,불사조 흰수염 유산의 수호자 - 제한됨,,A173,AOae,A풍압,,,,,,925.0
h09Q,제한됨,불사조 흰수염 유산의 수호자 - 제한됨,,A174,AUau,7범위 봉리력,,,,,,925.0
h09X,희귀함,X-드레이크 알로사우로스 - 희귀함,,A132,Aasl,파충류 이속감소,,,,,,825.0
h09X,희귀함,X-드레이크 알로사우로스 - 희귀함,,A133,AHad,B파충류,,,,,,825.0
h09X,희귀함,X-드레이크 알로사우로스 - 희귀함,,A108,AHwe,[조합],,,,0.0,,0.0
h09X,희귀함,X-드레이크 알로사우로스 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h09X,희귀함,X-드레이크 알로사우로스 - 희귀함,,A0XR,ACce,!용용열매-알로사우로스,,,,,,235.0
h09X,희귀함,X-드레이크 알로사우로스 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h09Z,전설적인,네코마무시 밤의 왕 - 전설적인,,A138,ANde,!광분,,,,,,
h09Z,전설적인,네코마무시 밤의 왕 - 전설적인,,A0YT,AIfb,/네코마무시평타마뎀1,,,,,,315.0
h09Z,전설적인,네코마무시 밤의 왕 - 전설적인,,A0Y1,ACac,#수호자 나리,,,,,,825.0
h09Z,전설적인,네코마무시 밤의 왕 - 전설적인,,A0Y7,ACce,!네코마무시 방무뎀,,,,,,0.0
h0AD,불멸의,카이도 사황'백수의 왕' - 불멸의,,A0ZI,AEme,6변신1,,,,10.75,,
h0AD,불멸의,카이도 사황'백수의 왕' - 불멸의,,A0Z9,ACbh,!괴풍,0.0,,0.0,,,
h0AD,불멸의,카이도 사황'백수의 왕' - 불멸의,,A0SM,ACbh,!용용열매-열식,0.0,,0.0,,,
h0AD,불멸의,카이도 사황'백수의 왕' - 불멸의,,A14F,ACac,#꺼지지 않는 공포,,,,,,1025.0
h0AD,불멸의,카이도 사황'백수의 왕' - 불멸의,,A14G,Aasl,카이도 이동속도 감소 오라,,,,,,1025.0
h0AD,불멸의,카이도 사황'백수의 왕' - 불멸의,,A0ZV,ACbh,!브레스-카이도,30.0,1.0,1.0,,,
h0AD,불멸의,카이도 사황'백수의 왕' - 불멸의,,A0SN,ACbh,!백수의 왕,100.0,,0.0,,,
h0AE,불멸의,마운틴.D.히그마 리얼리스트 - 불멸의,,A0Z8,ACbh,!권총 던지기,20.0,,0.0,,,
h0AE,불멸의,마운틴.D.히그마 리얼리스트 - 불멸의,,A0Z7,AOae,A산적왕,,,,,,800.0
h0AE,불멸의,마운틴.D.히그마 리얼리스트 - 불멸의,,A0Z1,ACbh,!강탈1,0.0,,0.0,,,
h0AE,불멸의,마운틴.D.히그마 리얼리스트 - 불멸의,,A0YZ,ACbh,!총알세례,20.0,,0.0,,,
h0AE,불멸의,마운틴.D.히그마 리얼리스트 - 불멸의,,A0YY,ACbh,!산적왕의 검기,50.0,,20000.0,,,
h0AG,초월함,키드 유스타스'캡틴' - 초월함,,A10F,ACbh,!펑크 깁슨,0.0,,0.0,,,
h0AG,초월함,키드 유스타스'캡틴' - 초월함,,A10E,ACbh,!리펠1,0.0,,0.0,,,
h0AG,초월함,키드 유스타스'캡틴' - 초월함,,A10D,AOae,A자석자석 열매,,,,,,1250.0
h0AG,초월함,키드 유스타스'캡틴' - 초월함,,A103,ACbh,!펑크 바이스,20.0,,0.0,,,
h0AG,초월함,키드 유스타스'캡틴' - 초월함,,A102,AIfb,/자석자석열매-키드초월,,,,,,400.0
h0AG,초월함,키드 유스타스'캡틴' - 초월함,,A101,ACbh,!자석 팔,35.0,,360000.0,,,
h0AG,초월함,키드 유스타스'캡틴' - 초월함,,A07O,Asph,스피어 초월함,,,,0.0,,
h0AH,전설적인,킹 백수해적단-대간판 - 전설적인,,A132,Aasl,파충류 이속감소,,,,,,825.0
h0AH,전설적인,킹 백수해적단-대간판 - 전설적인,,A10G,ACbh,!용용열매-프테라노돈,0.0,,0.0,,,
h0AH,전설적인,킹 백수해적단-대간판 - 전설적인,,A10U,Aliq,!화재-리,,,,,,
h0AH,전설적인,킹 백수해적단-대간판 - 전설적인,,A133,AHad,B파충류,,,,,,825.0
h0AH,전설적인,킹 백수해적단-대간판 - 전설적인,,A10A,AHwe,[조합],,,,0.0,,0.0
h0AI,제한됨,킹 삼재해:화재 - 제한됨,,A10P,Aliq,!화재-리,,,,,,
h0AI,제한됨,킹 삼재해:화재 - 제한됨,,A10K,ACbh,!처형,20.0,,0.0,,,
h0AI,제한됨,킹 삼재해:화재 - 제한됨,,A10I,ACac,#킹 잔혹한 검술,,,,,,
h0AI,제한됨,킹 삼재해:화재 - 제한됨,,A10N,ACbh,!용용열매-프테라노돈,0.0,,0.0,,,
h0BH,불멸의,부유물2불멸의,,A13T,AIsx,시키불멸 돌 공속,,,,,,
h0BH,불멸의,부유물2불멸의,,A13R,ACbh,!부유물-돌2,35.0,,30000.0,,,
h0BH,불멸의,부유물2불멸의,,A13P,ACbh,!부유물-돌31,20.0,,30000.0,,,
h0BI,불멸의,부유물1불멸의,,A13T,AIsx,시키불멸 돌 공속,,,,,,
h0BI,불멸의,부유물1불멸의,,A13Q,ACbh,!부유물-돌1,25.0,,70000.0,,,
h0BI,불멸의,부유물1불멸의,,A13O,ACbh,!부유물-돌,17.0,,120000.0,,,
h0BJ,불멸의,부유물3불멸의,,A13T,AIsx,시키불멸 돌 공속,,,,,,
h0BJ,불멸의,부유물3불멸의,,A13S,AIfb,/시불 부유물 마뎀,,,,,,400.0
h0BU,불멸의,??? 정체불명의 병기 - 불멸의,,A16I,Aroc,!절멸,,,,0.0,,1000.0
h0BU,불멸의,??? 정체불명의 병기 - 불멸의,,A16G,Aroc,!정체불명의 병기1,,,,0.0,,1000.0
h0BU,불멸의,??? 정체불명의 병기 - 불멸의,,A16H,Aasl,병기 이동속도 감소,,,,,,825.0
