유닛ID,유닛이름,스킬트리거,함수,호출,RRD순번,계산식앞,공격타입,피해타입,방어무시,주의
h04E,"센고쿠 해군원수 ""부처님"" - 불멸의",Seongoku_Skill_4,Trig_Seongoku_Skill_4_Func004Func008A,RRD,2,2000000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h04E,"센고쿠 해군원수 ""부처님"" - 불멸의",Sengoku_Skill_Item,Trig_Sengoku_Skill_Item_Func021A,RRD,1,300000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h04D,몽키.D.드래곤 혁명군의 수장 - 불멸의,Dragon_Skill_Mana,Trig_Dragon_Skill_Mana_Func025A,RRD,1,300000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h04D,몽키.D.드래곤 혁명군의 수장 - 불멸의,Dragon_Skill_1,Trig_Dragon_Skill_1_Func014A,RRD,1,1000000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h04D,몽키.D.드래곤 혁명군의 수장 - 불멸의,Dragon_Skill_1,Trig_Dragon_Skill_1_Actions,RRD,2,1000000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h08H,삭풍불멸의,Dragon_Skill_2dummy,Trig_Dragon_Skill_2dummy_Actions,RRD,1,"((25000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerU",MELEE,UNIVERSAL,O,⚠MELEE=원작 Normal행
h08H,삭풍불멸의,Dragon_Skill_2dummy,Trig_Dragon_Skill_2dummy_Actions,RRD,2,"((15000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerU",MELEE,NORMAL,X,⚠MELEE=원작 Normal행
h04D,몽키.D.드래곤 혁명군의 수장 - 불멸의,Dragon_Skill_1_T,Trig_Dragon_Skill_1_T_Func031A,RRD,1,1250000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h04D,몽키.D.드래곤 혁명군의 수장 - 불멸의,Dragon_Skill_1_T,Trig_Dragon_Skill_1_T_Actions,RRD,2,"(1.50*GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables_",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h04D,몽키.D.드래곤 혁명군의 수장 - 불멸의,Dragon_Skill_1_T,Trig_Dragon_Skill_1_T_Actions,RRD,3,"(0.02*GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables_",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h04C,몽키.D.거프 해군영웅 주먹의 거프 - 불멸,Garp_AttackDamage,Trig_Garp_AttackDamage_Func020A,RRD,1,(GetEventDamage()*(1.10+s__TrigVariables__get_realD(GlobalTV,CHAOS,NORMAL,X,
h04C,몽키.D.거프 해군영웅 주먹의 거프 - 불멸,Garp_AttackDamage,Trig_Garp_AttackDamage_Func020A,RRD,2,(2500.00*s__TrigVariables__get_realG(GlobalTV)),CHAOS,UNIVERSAL,O,
h04C,몽키.D.거프 해군영웅 주먹의 거프 - 불멸,Garp_AttackDamage,Trig_Garp_AttackDamage_Func029A,RRD,3,(GetEventDamage()*(1+s__TrigVariables__get_realD(GlobalTV))),CHAOS,NORMAL,X,
h04C,몽키.D.거프 해군영웅 주먹의 거프 - 불멸,Garp_AttackDamage,Trig_Garp_AttackDamage_Func041A,RRD,4,((615000.00+(GetEventDamage()*(1.05+s__TrigVariables__get_re,CHAOS,NORMAL,X,
h04C,몽키.D.거프 해군영웅 주먹의 거프 - 불멸,Garp_AttackDamage,Trig_Garp_AttackDamage_Actions,RRD,5,(250000.00*(1+(0.12*s__TrigVariables__get_realD(GlobalTV)))),HERO,UNIVERSAL,O,
h04C,몽키.D.거프 해군영웅 주먹의 거프 - 불멸,Garp_AttackDamage,Trig_Garp_AttackDamage_Actions,RRD,6,"((0.05*GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__ge",HERO,NORMAL,X,
h04C,몽키.D.거프 해군영웅 주먹의 거프 - 불멸,Garp_AttackDamage,Trig_Garp_AttackDamage_Actions,RRD,7,"(((0.005)*GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables_",HERO,NORMAL,X,
h04C,몽키.D.거프 해군영웅 주먹의 거프 - 불멸,Garp_Mana2,Trig_Garp_Mana2_Func004Func006Func008A,RRD,1,"((6000000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUn",HERO,NORMAL,X,
h04C,몽키.D.거프 해군영웅 주먹의 거프 - 불멸,Garp_Mana2,Trig_Garp_Mana2_Func005Func008A,RRD,2,"((6000000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUn",HERO,NORMAL,X,
h04C,몽키.D.거프 해군영웅 주먹의 거프 - 불멸,Garp_Mana2,Trig_Garp_Mana2_Func006Func002Func011A,RRD,3,"((7250000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUn",HERO,NORMAL,X,
h04G,"제트 해군 스승 ""Z"" - 불멸의",Z_Attack,Trig_Z_Attack_Actions,RRD,1,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*(0.0",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h04G,"제트 해군 스승 ""Z"" - 불멸의",Z_Skill_Mana,Trig_Z_Skill_Mana_Func026A,RRD,1,"(4850000.00+((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUn",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h04G,"제트 해군 스승 ""Z"" - 불멸의",Z_Skill_1,Trig_Z_Skill_1_Func021A,RRD,1,s__TrigVariables__get_realG(GlobalTV),NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h04G,"제트 해군 스승 ""Z"" - 불멸의",Z_Skill_1,Trig_Z_Skill_1_Actions,RRD,2,1250000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h04G,"제트 해군 스승 ""Z"" - 불멸의",Z_skill_3,Trig_Z_skill_3_Actions,RRD,1,1000000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h04A,에드워드 뉴게이트 한시대를 주름잡던 대해적 ,Ed_Skill_Mana,Trig_Ed_Skill_Mana_Func021A,RRD,1,2750000.00,HERO,NORMAL,X,
h04A,에드워드 뉴게이트 한시대를 주름잡던 대해적 ,Ed_Skill_1,Trig_Ed_Skill_1_Func035A,RRD,1,"((1750000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUn",HERO,NORMAL,X,
h04A,에드워드 뉴게이트 한시대를 주름잡던 대해적 ,Ed_Skill_1,Trig_Ed_Skill_1_Actions,RRD,2,"((1750000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVa",HERO,NORMAL,X,
h04A,에드워드 뉴게이트 한시대를 주름잡던 대해적 ,Ed_Skill_1_Item,Trig_Ed_Skill_1_Item_Func036A,RRD,1,"((1750000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUn",HERO,NORMAL,X,
h04A,에드워드 뉴게이트 한시대를 주름잡던 대해적 ,Ed_Skill_1_Item,Trig_Ed_Skill_1_Item_Actions,RRD,2,"((1750000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVa",HERO,NORMAL,X,
,,Ed_Skill_2sc_Filterfunc001,Ed_Skill_2sc_Filterfunc001,RRD,1,600000.00,HERO,NORMAL,X,
h04J,골.D.로져 해적왕 - 불멸의,roger_Attack,Trig_roger_Attack_Func019A,RRD,1,800000.00,HERO,NORMAL,X,
h04J,골.D.로져 해적왕 - 불멸의,roger_Attack,Trig_roger_Attack_Actions,RRD,2,1000000.00,HERO,NORMAL,X,
h04J,골.D.로져 해적왕 - 불멸의,roger_Skill_2,Trig_roger_Skill_2_Func011A,RRD,1,1450000.00,HERO,NORMAL,X,
h04J,골.D.로져 해적왕 - 불멸의,roger_Mana,Trig_roger_Mana_Func024A,RRD,1,7250000.00,HERO,NORMAL,X,
h04F,스코퍼 가반 로져 해적단의 검호 - 불멸의,Gaban_Skill_1,Trig_Gaban_Skill_1_Actions,RRD,1,8750000.00,HERO,NORMAL,X,
h04F,스코퍼 가반 로져 해적단의 검호 - 불멸의,Gaban_Skill_1,Trig_Gaban_Skill_1_Actions,RRD,2,"((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get",PIERCE,NORMAL,X,
h04F,스코퍼 가반 로져 해적단의 검호 - 불멸의,Gaban_Skill_mana,Trig_Gaban_Skill_mana_Actions,RRD,1,"((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,udg_Hero_Gaban[3])*0.",CHAOS,UNIVERSAL,O,
h04F,스코퍼 가반 로져 해적단의 검호 - 불멸의,Gaban_Skill_mana,Trig_Gaban_Skill_mana_Actions,RRD,2,"(0.10*GetUnitStateSwap(UNIT_STATE_MAX_LIFE,udg_Hero_Gaban[3]",HERO,UNIVERSAL,O,
h04F,스코퍼 가반 로져 해적단의 검호 - 불멸의,Gaban_Skill_mana,Trig_Gaban_Skill_mana_Actions,RRD,3,"(0.03*GetUnitStateSwap(UNIT_STATE_MAX_LIFE,udg_Hero_Gaban[3]",HERO,UNIVERSAL,O,
h07M,카이도 사황'백수의 왕' - 불멸의,Kaido_Attack,Trig_Kaido_Attack_Func011Func028A,RRD,1,((s__TrigVariables__get_realB(GlobalTV)*0.10)+150000.00),NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h07M,카이도 사황'백수의 왕' - 불멸의,Kaido_Attack,Trig_Kaido_Attack_Func011Func028A,RRD,2,s__TrigVariables__get_realD(GlobalTV),CHAOS,NORMAL,X,
h07M,카이도 사황'백수의 왕' - 불멸의,Kaido_Attack,Trig_Kaido_Attack_Func012Func016A,RRD,3,((s__TrigVariables__get_realB(GlobalTV)*0.10)+150000.00),NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h07M,카이도 사황'백수의 왕' - 불멸의,Kaido_Attack,Trig_Kaido_Attack_Func013Func024A,RRD,4,s__TrigVariables__get_realD(GlobalTV),CHAOS,UNIVERSAL,O,
h07M,카이도 사황'백수의 왕' - 불멸의,Kaido_Attack,Trig_Kaido_Attack_Actions,RRD,5,500000.00,HERO,NORMAL,X,
h07M,카이도 사황'백수의 왕' - 불멸의,Kaido_Skill_1_8,Trig_Kaido_Skill_1_8_Func047A,RRD,1,s__TrigVariables__get_realD(GlobalTV),CHAOS,NORMAL,X,
h07M,카이도 사황'백수의 왕' - 불멸의,Kaido_Skill_1_8,Trig_Kaido_Skill_1_8_Actions,RRD,2,s__TrigVariables__get_realD(GlobalTV),CHAOS,UNIVERSAL,O,
h07M,카이도 사황'백수의 왕' - 불멸의,Kaido_Mana,Trig_Kaido_Mana_Func004Func001Func006A,RRD,1,999999.00,HERO,NORMAL,X,
h0AD,카이도 사황'백수의 왕' - 불멸의,Kaido_Dragon_melee_1,Trig_Kaido_Dragon_melee_1_Func032A,RRD,1,(s__TrigVariables__get_realD(GlobalTV)*0.56),CHAOS,NORMAL,X,
h0AD,카이도 사황'백수의 왕' - 불멸의,Kaido_Dragon_melee_1,Trig_Kaido_Dragon_melee_1_Func039A,RRD,2,(s__TrigVariables__get_realD(GlobalTV)*0.35),CHAOS,NORMAL,X,
h0AD,카이도 사황'백수의 왕' - 불멸의,Kaido_Dragon_Skill_2,Trig_Kaido_Dragon_Skill_2_Func004Func001Func008A,RRD,1,s__TrigVariables__get_realD(GlobalTV),CHAOS,NORMAL,X,
h0AD,카이도 사황'백수의 왕' - 불멸의,Kaido_Dragon_Skill_2,Trig_Kaido_Dragon_Skill_2_Func004Func001Func025A,RRD,2,s__TrigVariables__get_realD(GlobalTV),CHAOS,NORMAL,X,
h07M,카이도 사황'백수의 왕' - 불멸의,Kaido_Dragon_buster,Trig_Kaido_Dragon_buster_Func049A,RRD,1,s__TrigVariables__get_realD(GlobalTV),CHAOS,NORMAL,X,
h07M,카이도 사황'백수의 왕' - 불멸의,Kaido_Dragon_buster,Trig_Kaido_Dragon_buster_Actions,RRD,2,s__TrigVariables__get_realD(GlobalTV),CHAOS,UNIVERSAL,O,
H0BK,태양의신-니카,Nika_Attack,Trig_Nika_Attack_Func020A,RRD,1,8500000.00,HERO,NORMAL,X,
H0BK,태양의신-니카,Nika_Attack,Trig_Nika_Attack_Func056A,RRD,2,750000.00,HERO,NORMAL,X,
H0BK,태양의신-니카,Nika_Random_Punch,Trig_Nika_Random_Punch_Func018Func011A,RRD,1,(450000.00*(1+(0.01*(GetUnitMoveSpeed(GetEnumUnit())*0.30))),CHAOS,NORMAL,X,
H0BK,태양의신-니카,Nika_Random_Punch,Trig_Nika_Random_Punch_Actions,RRD,2,(450000.00*(1+(0.01*(GetUnitMoveSpeed(s__TrigVariables__get_,CHAOS,UNIVERSAL,O,
H0BK,태양의신-니카,Nika_AttackDamage,Trig_Nika_AttackDamage_Func018A,RRD,1,((GetEventDamage()*5.00)+1000000.00),CHAOS,NORMAL,X,
H0BK,태양의신-니카,Nika_AttackDamage,Trig_Nika_AttackDamage_Func031A,RRD,2,((GetEventDamage()*2.00)+200000.00),CHAOS,NORMAL,X,
H0BK,태양의신-니카,Nika_AttackDamage,Trig_Nika_AttackDamage_Actions,RRD,3,((GetEventDamage()*5.00)+500000.00),CHAOS,UNIVERSAL,O,
H0BK,태양의신-니카,Nika_AttackDamage,Trig_Nika_AttackDamage_Actions,RRD,4,((GetEventDamage()*2.00)+200000.00),CHAOS,UNIVERSAL,O,
h059,'화권의' 포트거스.D.에이스 - 영원한,Ace_Attack,Trig_Ace_Attack_Func025A,RRD,1,300000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h059,'화권의' 포트거스.D.에이스 - 영원한,Ace_Attack,Trig_Ace_Attack_Actions,RRD,2,1000000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h059,'화권의' 포트거스.D.에이스 - 영원한,ace_skill_3,Trig_ace_skill_3_Func019A,RRD,1,1000000.00,MAGIC,UNIVERSAL,O,
h059,'화권의' 포트거스.D.에이스 - 영원한,ace_skill_5,Trig_ace_skill_5_Func004Func005A,RRD,1,s__TrigVariables__get_realD(GlobalTV),MAGIC,UNIVERSAL,O,
h05C,'아마존릴리의 여제'  보아 핸콕 - 영원한,arrow_h2,Trig_arrow_h2_Actions,RRD,1,250000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h05C,'아마존릴리의 여제'  보아 핸콕 - 영원한,hancock_skill_9,Trig_hancock_skill_9_Func003Func006A,RRD,1,850000.00,HERO,NORMAL,X,
h05C,'아마존릴리의 여제'  보아 핸콕 - 영원한,hancock_skill_10,Trig_hancock_skill_10_Func008A,RRD,1,1000000.00,HERO,NORMAL,X,
h05C,'아마존릴리의 여제'  보아 핸콕 - 영원한,hancock_skill_Mana,Trig_hancock_skill_Mana_Func005Func010A,RRD,1,"(360000.00+(I2R(GetPlayerTechCountSimple('R01T',GetOwningPla",CHAOS,NORMAL,X,
h05C,'아마존릴리의 여제'  보아 핸콕 - 영원한,hancock_skill_Mana,Trig_hancock_skill_Mana_Actions,RRD,2,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h05C,'아마존릴리의 여제'  보아 핸콕 - 영원한,hancock_skill_Mana,Trig_hancock_skill_Mana_Actions,RRD,3,300000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,hancock_petrification,Trig_hancock_petrification_Actions,RRD,1,200000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Legend14han_petrification1,Trig_Legend14han_petrification1_Actions,RRD,1,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.03",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Legend14han_petrification2,Trig_Legend14han_petrification2_Actions,RRD,1,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.03",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Legend14han_petrification3,Trig_Legend14han_petrification3_Actions,RRD,1,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.03",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Legend14han_petrification4,Trig_Legend14han_petrification4_Actions,RRD,1,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.03",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h077,간부 파견 해군 - 변화된,Bugi_SommonDamage2,Trig_Bugi_SommonDamage2_Func016A,RRD,1,GetEventDamage(),CHAOS,NORMAL,X,
h05B,해적왕자-롬멜의 카마이타치 카벤딧슈 - 영원,Cavendish_Attack,Trig_Cavendish_Attack_Func015A,RRD,1,500000.00,CHAOS,NORMAL,X,
h05B,해적왕자-롬멜의 카마이타치 카벤딧슈 - 영원,Cavendish_Attack,Trig_Cavendish_Attack_Func023A,RRD,2,950000.00,CHAOS,NORMAL,X,
h05B,해적왕자-롬멜의 카마이타치 카벤딧슈 - 영원,Cavendish_Attack,Trig_Cavendish_Attack_Actions,RRD,3,1625000.00,CHAOS,UNIVERSAL,O,
h05B,해적왕자-롬멜의 카마이타치 카벤딧슈 - 영원,Cavendish_Attack,Trig_Cavendish_Attack_Actions,RRD,4,2775000.00,CHAOS,UNIVERSAL,O,
h05B,해적왕자-롬멜의 카마이타치 카벤딧슈 - 영원,Cavendish_skill_Mana,Trig_Cavendish_skill_Mana_Func002Func008Func010A,RRD,1,"(2200000.00+(I2R(GetPlayerTechCountSimple('R01M',GetOwningPl",CHAOS,NORMAL,X,
h05B,해적왕자-롬멜의 카마이타치 카벤딧슈 - 영원,Cavendish_skill_Mana,Trig_Cavendish_skill_Mana_Func002Func008Func010A,UnitDamageTargetBJ,2,"(0.01*GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get",CHAOS,NORMAL,X,
h05B,해적왕자-롬멜의 카마이타치 카벤딧슈 - 영원,Cavendish_skill_Mana,Trig_Cavendish_skill_Mana_Func002Func008Func018A,RRD,3,"(2200000.00+(I2R(GetPlayerTechCountSimple('R01M',GetOwningPl",CHAOS,NORMAL,X,
h05B,해적왕자-롬멜의 카마이타치 카벤딧슈 - 영원,Cavendish_skill_Mana,Trig_Cavendish_skill_Mana_Func002Func008Func018A,UnitDamageTargetBJ,4,"(0.01*GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get",CHAOS,NORMAL,X,
h05B,해적왕자-롬멜의 카마이타치 카벤딧슈 - 영원,Cavendish_skill_Mana,Trig_Cavendish_skill_Mana_Actions,RRD,5,1000000.00,CHAOS,UNIVERSAL,O,
h06H,해적왕자-롬멜의 카마이타치 하쿠바 - 영원한,Cavendish_skill_6,Trig_Cavendish_skill_6_Func012A,RRD,1,1500000.00,CHAOS,UNIVERSAL,O,
h06H,해적왕자-롬멜의 카마이타치 하쿠바 - 영원한,Cavendish_skill_6,Trig_Cavendish_skill_6_Func012A,UnitDamageTargetBJ,2,"(0.02*GetUnitStateSwap(UNIT_STATE_LIFE,GetTriggerUnit()))",CHAOS,NORMAL,X,
h06H,해적왕자-롬멜의 카마이타치 하쿠바 - 영원한,Cavendish_skill_6,Trig_Cavendish_skill_6_Actions,RRD,3,1000000.00,CHAOS,UNIVERSAL,O,
h06H,해적왕자-롬멜의 카마이타치 하쿠바 - 영원한,Cavendish_skill_6,Trig_Cavendish_skill_6_Actions,RRD,4,350000.00,CHAOS,UNIVERSAL,O,
h057,알라바스타의 왕녀-ver파이러츠 네펠타리 비,vivi_skill_2,Trig_vivi_skill_2_Func005A,RRD,1,400000.00,CHAOS,NORMAL,X,
h057,알라바스타의 왕녀-ver파이러츠 네펠타리 비,vivi_skill_2,Trig_vivi_skill_2_Actions,UnitDamageTargetBJ,2,"((0.33*GetUnitStateSwap(UNIT_STATE_MAX_LIFE,udg_Hero_ViVi[3]",CHAOS,UNIVERSAL,O,
h057,알라바스타의 왕녀-ver파이러츠 네펠타리 비,vivi_skill_2,Trig_vivi_skill_2_Actions,UnitDamageTargetBJ,3,1000000.00,CHAOS,UNIVERSAL,O,
,,vivi_skill_Double2,Trig_vivi_skill_Double2_Actions,UnitDamageTargetBJ,1,"(((I2R(GetPlayerTechCountSimple('R018',GetOwningPlayer(GetTr",CHAOS,UNIVERSAL,O,
,,vivi_skill_Double2,Trig_vivi_skill_Double2_Actions,UnitDamageTargetBJ,2,"(30000.00*I2R(GetPlayerTechCountSimple('R018',GetOwningPlaye",CHAOS,UNIVERSAL,O,
h057,알라바스타의 왕녀-ver파이러츠 네펠타리 비,vivi_Skill_3_Triple,Trig_vivi_Skill_3_Triple_Actions,UnitDamageTargetBJ,1,s__TrigVariables__get_realD(GlobalTV),CHAOS,UNIVERSAL,O,
h057,알라바스타의 왕녀-ver파이러츠 네펠타리 비,vivi_Skill_3_Triple,Trig_vivi_Skill_3_Triple_Actions,UnitDamageTargetBJ,2,s__TrigVariables__get_realD(GlobalTV),CHAOS,UNIVERSAL,O,
h057,알라바스타의 왕녀-ver파이러츠 네펠타리 비,vivi_Skill_3_Triple,Trig_vivi_Skill_3_Triple_Actions,UnitDamageTargetBJ,3,s__TrigVariables__get_realD(GlobalTV),CHAOS,UNIVERSAL,O,
h057,알라바스타의 왕녀-ver파이러츠 네펠타리 비,vivi_Skill_3_Triple,Trig_vivi_Skill_3_Triple_Actions,UnitDamageTargetBJ,4,s__TrigVariables__get_realD(GlobalTV),CHAOS,UNIVERSAL,O,
h057,알라바스타의 왕녀-ver파이러츠 네펠타리 비,vivi_Skill_4_Mana,Trig_vivi_Skill_4_Mana_Actions,RRD,1,"((300000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVar",CHAOS,UNIVERSAL,O,
h057,알라바스타의 왕녀-ver파이러츠 네펠타리 비,vivi_Skill_4_Mana,Trig_vivi_Skill_4_Mana_Actions,RRD,2,500000.00,HERO,UNIVERSAL,O,
h057,알라바스타의 왕녀-ver파이러츠 네펠타리 비,vivi_Skill_4_Mana,Trig_vivi_Skill_4_Mana_Actions,RRD,3,"((300000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVar",CHAOS,UNIVERSAL,O,
h057,알라바스타의 왕녀-ver파이러츠 네펠타리 비,vivi_Skill_4_Mana,Trig_vivi_Skill_4_Mana_Actions,RRD,4,500000.00,HERO,UNIVERSAL,O,
,,vivi_Skill_5_buff,Trig_vivi_Skill_5_buff_Actions,RRD,1,"((250000.00+(GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariabl",CHAOS,UNIVERSAL,O,
,,vivi_Skill_5_buff,Trig_vivi_Skill_5_buff_Actions,RRD,2,400000.00,CHAOS,UNIVERSAL,O,
,,vivi_Skill_5_buff,Trig_vivi_Skill_5_buff_Actions,RRD,3,"((250000.00+(GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariabl",CHAOS,UNIVERSAL,O,
,,vivi_Skill_5_buff,Trig_vivi_Skill_5_buff_Actions,RRD,4,400000.00,CHAOS,UNIVERSAL,O,
h058,세계 최강의 대검호 쥬라클 미호크 - 영원한,MIhawk_Mana,Trig_MIhawk_Mana_Func031A,UnitDamageTargetBJ,1,"((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUnit())*0.05)+",CHAOS,UNIVERSAL,O,
h058,세계 최강의 대검호 쥬라클 미호크 - 영원한,Mihawk_2,Trig_Mihawk_2_Func006Func013A,UnitDamageTargetBJ,1,300000.00,MAGIC,UNIVERSAL,O,
h058,세계 최강의 대검호 쥬라클 미호크 - 영원한,Mihawk_2,Trig_Mihawk_2_Func007Func005A,UnitDamageTargetBJ,2,300000.00,MAGIC,UNIVERSAL,O,
h058,세계 최강의 대검호 쥬라클 미호크 - 영원한,Mihawk_2,Trig_Mihawk_2_Func012Func005A,UnitDamageTargetBJ,3,500000.00,MAGIC,UNIVERSAL,O,
h058,세계 최강의 대검호 쥬라클 미호크 - 영원한,Mihawk_2,Trig_Mihawk_2_Actions,UnitDamageTargetBJ,4,250000.00,MAGIC,UNIVERSAL,O,
h058,세계 최강의 대검호 쥬라클 미호크 - 영원한,Mihawk_4,Trig_Mihawk_4_Func003Func007Func007A,UnitDamageTargetBJ,1,450000.00,MAGIC,UNIVERSAL,O,
h08R,참된 호걸 코즈키 오뎅 - 영원한,Odeng_Attack,Trig_Odeng_Attack_Func023A,RRD,1,1500000.00,HERO,NORMAL,X,
h08R,참된 호걸 코즈키 오뎅 - 영원한,Odeng_Attack,Trig_Odeng_Attack_Actions,RRD,2,1150000.00,HERO,NORMAL,X,
h08R,참된 호걸 코즈키 오뎅 - 영원한,Odeng_Skill_mana,Trig_Odeng_Skill_mana_Func004Func002A,RRD,1,4000000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h08R,참된 호걸 코즈키 오뎅 - 영원한,Odeng_Skill,Trig_Odeng_Skill_Func002Func001Func003Func002A,RRD,1,1150000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Odeng_dibuff,Trig_Odeng_dibuff_Func006A,RRD,1,175000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Odeng_dibuff,Trig_Odeng_dibuff_Actions,RRD,2,175000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h067,세계의 가희 우타 - 영원한,Uta_ArmyS,Trig_Uta_ArmyS_Func004Func002A,RRD,1,(I2R(s__TrigVariables__get_integerA(GlobalTV))*200000.00),HERO,UNIVERSAL,O,
h067,세계의 가희 우타 - 영원한,Uta_ArmyS,Trig_Uta_ArmyS_Actions,RRD,2,"(250000.00+((GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariabl",MELEE,UNIVERSAL,O,⚠MELEE=원작 Normal행
h067,세계의 가희 우타 - 영원한,Uta_ArmyS,Trig_Uta_ArmyS_Actions,RRD,3,500000.00,MELEE,UNIVERSAL,O,⚠MELEE=원작 Normal행
h088,"토트 무지카 봉인된 악보의 괴물 - 영원한",Uta_Tots,Trig_Uta_Tots_Func014A,RRD,1,500000.00,HERO,UNIVERSAL,O,
h088,"토트 무지카 봉인된 악보의 괴물 - 영원한",tots_R,Trig_tots_R_Func053A,RRD,1,4500000.00,HERO,UNIVERSAL,O,
,,Uta_WorldLive,Trig_Uta_WorldLive_Func007A,RRD,1,1500000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h067,세계의 가희 우타 - 영원한,Uta_skill_1,Trig_Uta_skill_1_Actions,RRD,1,"((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get",MELEE,UNIVERSAL,O,⚠MELEE=원작 Normal행
h067,세계의 가희 우타 - 영원한,Uta_skill_1,Trig_Uta_skill_1_Actions,RRD,2,500000.00,MELEE,UNIVERSAL,O,⚠MELEE=원작 Normal행
h067,세계의 가희 우타 - 영원한,Uta_skill_1_double,Trig_Uta_skill_1_double_Func018Func009A,RRD,1,350000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
h067,세계의 가희 우타 - 영원한,Uta_skill_1_double,Trig_Uta_skill_1_double_Actions,RRD,2,"(250000.00+((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVar",MELEE,UNIVERSAL,O,⚠MELEE=원작 Normal행
h067,세계의 가희 우타 - 영원한,Uta_skill_1_double,Trig_Uta_skill_1_double_Actions,RRD,3,500000.00,MELEE,UNIVERSAL,O,⚠MELEE=원작 Normal행
